Sentence	Label
Rather than re-infection, SARS-CoV-2 gene activation, from host chromosome integrated material, would explain the detection of virus gene segments as in viremia	0
After a multivariate analysis, HCV co-infection (OR= 3.8; 95% CI [2.2-6.5]), baseline CD4 count (OR= 0.996; 95% CI [0.994-0.998]), TLR4 Asp299Gly (OR= 2.57; 95% CI [1.18-5.61]) were independently associated with active TB and inversely with latent TB prophylaxis (OR= 0.24; 95% CI [0.01-0.60])	0
After a multivariate analysis, HCV co-infection (OR= 3.8; 95% CI [2.2-6.5]), baseline CD4 count (OR= 0.996; 95% CI [0.994-0.998]), TLR4 Asp299Gly (OR= 2.57; 95% CI [1.18-5.61]) were independently associated with active TB and inversely with latent TB prophylaxis (OR= 0.24; 95% CI [0.01-0.60])	0
Gene expression analyses in Atlantic salmon challenged with infectious salmon anemia virus reveal differences between individuals with early, intermediate and late mortality	0
BACKGROUND: Infectious salmon anemia virus (ISAV) causes a multisystemic disease responsible for severe losses in salmon aquaculture	1
BACKGROUND: Infectious salmon anemia virus (ISAV) causes a multisystemic disease responsible for severe losses in salmon aquaculture	1
RESULTS: Tissues (gill, heart, liver and spleen) from infected Atlantic salmon (cohabitation, ISAV Glesvaer 2/90 isolate) were collected from three stages over the time course of the experiment; early (EM, 0-10% cumulative mortality (CM), 21-25 days post-infection (DPI)), intermediate (IM, 35-55% CM, 28-31 DPI) and late (LM, 75-85% CM, 37-48 DPI) mortality	0
RESULTS: Tissues (gill, heart, liver and spleen) from infected Atlantic salmon (cohabitation, ISAV Glesvaer 2/90 isolate) were collected from three stages over the time course of the experiment; early (EM, 0-10% cumulative mortality (CM), 21-25 days post-infection (DPI)), intermediate (IM, 35-55% CM, 28-31 DPI) and late (LM, 75-85% CM, 37-48 DPI) mortality	0
The hepatic responses to ISAV were characterized by difference between EM and LM in expression of chaperones and genes involved in eicosanoid metabolism	0
Temperature-sensitive mutants have revealed a region of the herpes simplex virus 1 genome that affects both the uptake of hexose and the synthesis of heat shock proteins	0
A protocol of epilepsy induction by non-stereotactic intracerebral injection of Theiler's murine encephalomyelitis virus (TMEV) in C57BL/6 mice is presented, which replicates many of the early and chronic clinical symptoms of viral encephalitis and subsequent epilepsy in human patients	1
A protocol of epilepsy induction by non-stereotactic intracerebral injection of Theiler's murine encephalomyelitis virus (TMEV) in C57BL/6 mice is presented, which replicates many of the early and chronic clinical symptoms of viral encephalitis and subsequent epilepsy in human patients	1
A protocol of epilepsy induction by non-stereotactic intracerebral injection of Theiler's murine encephalomyelitis virus (TMEV) in C57BL/6 mice is presented, which replicates many of the early and chronic clinical symptoms of viral encephalitis and subsequent epilepsy in human patients	1
A protocol of epilepsy induction by non-stereotactic intracerebral injection of Theiler's murine encephalomyelitis virus (TMEV) in C57BL/6 mice is presented, which replicates many of the early and chronic clinical symptoms of viral encephalitis and subsequent epilepsy in human patients	1
A protocol of epilepsy induction by non-stereotactic intracerebral injection of Theiler's murine encephalomyelitis virus (TMEV) in C57BL/6 mice is presented, which replicates many of the early and chronic clinical symptoms of viral encephalitis and subsequent epilepsy in human patients	1
A protocol of epilepsy induction by non-stereotactic intracerebral injection of Theiler's murine encephalomyelitis virus (TMEV) in C57BL/6 mice is presented, which replicates many of the early and chronic clinical symptoms of viral encephalitis and subsequent epilepsy in human patients	1
The TMEV model is one of the first translational, infection-driven, experimental platforms to allow for the investigation of the mechanisms of epilepsy development as a consequence of CNS infection	0
Diabetics who develop severe acute respiratory syndrome coronavirus 2 (SARS CoV-2) are more likely to have severe disease, higher odds of intensive care requirement and mortality	1
Diabetics who develop severe acute respiratory syndrome coronavirus 2 (SARS CoV-2) are more likely to have severe disease, higher odds of intensive care requirement and mortality	1
Diabetics who develop severe acute respiratory syndrome coronavirus 2 (SARS CoV-2) are more likely to have severe disease, higher odds of intensive care requirement and mortality	0
Diabetics who develop severe acute respiratory syndrome coronavirus 2 (SARS CoV-2) are more likely to have severe disease, higher odds of intensive care requirement and mortality	1
Medical complications included 6 children (27%) who were positive for the hepatitis B surface antigen, 5 with intestinal parasites (23%), 1 positive for the human immunodeficiency virus,1 with rickets (5%), and 1 with monoplegia and cleft palate (5%)	0
He was also diagnosised Epstein-Barr virus encephalitis based on the elevated Epstein-Barr virus antibody titers and presence of Epstein-Barr virus DNA in the Cerebrospinal Fluid	1
Concordant testing results between various human papillomavirus assays in primary cervical cancer screening: systematic review	0
Infection with influenza A (subtypes H1N1 and H3N2) or B viruses results in over half a million deaths worldwide every year	1
Infection with influenza A (subtypes H1N1 and H3N2) or B viruses results in over half a million deaths worldwide every year	1
Infection with influenza A (subtypes H1N1 and H3N2) or B viruses results in over half a million deaths worldwide every year	1
[Detection of TT virus (TTV) in non-B, non-C hepatitis patients with hepatocellular carcinoma, and clinical features of these patients]	0
[Detection of TT virus (TTV) in non-B, non-C hepatitis patients with hepatocellular carcinoma, and clinical features of these patients]	0
[Detection of TT virus (TTV) in non-B, non-C hepatitis patients with hepatocellular carcinoma, and clinical features of these patients]	0
[Detection of TT virus (TTV) in non-B, non-C hepatitis patients with hepatocellular carcinoma, and clinical features of these patients]	0
A novel human DNA virus, TTvirus (TTV), was identified from a patient with posttransfusion hepatitis of unknown etiology	0
A novel human DNA virus, TTvirus (TTV), was identified from a patient with posttransfusion hepatitis of unknown etiology	0
A novel human DNA virus, TTvirus (TTV), was identified from a patient with posttransfusion hepatitis of unknown etiology	0
We investigated the frequency of TTV viremia by PCR in 39 non-B, non-C hepatitis (NBNC) patients with hepatocellular carcinoma (HCC), and clinical features of these patients	0
We investigated the frequency of TTV viremia by PCR in 39 non-B, non-C hepatitis (NBNC) patients with hepatocellular carcinoma (HCC), and clinical features of these patients	0
We investigated the frequency of TTV viremia by PCR in 39 non-B, non-C hepatitis (NBNC) patients with hepatocellular carcinoma (HCC), and clinical features of these patients	0
We investigated the frequency of TTV viremia by PCR in 39 non-B, non-C hepatitis (NBNC) patients with hepatocellular carcinoma (HCC), and clinical features of these patients	0
TTV viremia was detected in 20 (51.3%) of 39 NBNC hepatitis patients with HCC	0
TTV viremia was detected in 20 (51.3%) of 39 NBNC hepatitis patients with HCC	0
TTV viremia was detected in 20 (51.3%) of 39 NBNC hepatitis patients with HCC	0
Liver cirrhosis (LC) were found in 11 (55%) of 20 TTV-positive patients and 16 (84%) of 19 TTV-negative patients (p < 0.05)	0
Liver cirrhosis (LC) were found in 11 (55%) of 20 TTV-positive patients and 16 (84%) of 19 TTV-negative patients (p < 0.05)	0
Liver cirrhosis (LC) were found in 11 (55%) of 20 TTV-positive patients and 16 (84%) of 19 TTV-negative patients (p < 0.05)	0
Liver cirrhosis (LC) were found in 11 (55%) of 20 TTV-positive patients and 16 (84%) of 19 TTV-negative patients (p < 0.05)	0
Spontaneous pneumothorax in patients with the human immunodeficiency virus: study of eight cases	1
Although tuberculosis is very common in developing countries, with the increasing prevalence of immunosuppression owing to human immunodeficiency virus and patients surviving chemotherapy or organ transplantation, the incidence of tubercular infections has been rising in developed countries	1
The authors report a case of intracranial tuberculosis in a human immunodeficiency virus-negative patient, who underwent incomplete treatment for tubercular peritonitis and presented with unilateral ptosis	0
The authors report a case of intracranial tuberculosis in a human immunodeficiency virus-negative patient, who underwent incomplete treatment for tubercular peritonitis and presented with unilateral ptosis	0
The authors report a case of intracranial tuberculosis in a human immunodeficiency virus-negative patient, who underwent incomplete treatment for tubercular peritonitis and presented with unilateral ptosis	0
Lung graft PTLD also was associated with having tested negative for infection with Epstein-Barr virus before transplantation (P=.05)	0
Inhibition of simian virus 40-induced tumors by antisera to fetal hamster tissue	1
Growth of tumors induced in hamsters with simian virus 40 (SV40) or SV40-transformed cells was inhibited by antisera to fetal hamster thymocytes or liver	1
Growth of tumors induced in hamsters with simian virus 40 (SV40) or SV40-transformed cells was inhibited by antisera to fetal hamster thymocytes or liver	1
Growth of tumors induced in hamsters with simian virus 40 (SV40) or SV40-transformed cells was inhibited by antisera to fetal hamster thymocytes or liver	1
Impact of Induction Chemotherapy in Locally Advanced HPV-negative Oropharyngeal Cancer	0
AIM: To estimate the clinical outcomes of induction chemotherapy (IC) followed by standard chemoradiotherapy (CRT) and CRT alone in patients with locally advanced human papilloma virus (HPV)-negative oropharyngeal squamous cell carcinoma	0
AIM: To estimate the clinical outcomes of induction chemotherapy (IC) followed by standard chemoradiotherapy (CRT) and CRT alone in patients with locally advanced human papilloma virus (HPV)-negative oropharyngeal squamous cell carcinoma	0
PATIENTS AND METHODS: Consecutive patients with histologically-proven HPV-negative squamous cell carcinoma of the oropharynx were included and treated with IC-CRT or CRT alone	0
CONCLUSION: In HPV-negative patients with locally advanced oropharyngeal cancer, adding IC to standard CRT may increase the MFS rate	0
Epidemic keratoconjunctivitis (EKC), caused by viruses within human adenovirus species D (HAdV-D), is a severe, ocular surface infection associated with corneal inflammation	1
Epidemic keratoconjunctivitis (EKC), caused by viruses within human adenovirus species D (HAdV-D), is a severe, ocular surface infection associated with corneal inflammation	1
Epidemic keratoconjunctivitis (EKC), caused by viruses within human adenovirus species D (HAdV-D), is a severe, ocular surface infection associated with corneal inflammation	1
Epidemic keratoconjunctivitis (EKC), caused by viruses within human adenovirus species D (HAdV-D), is a severe, ocular surface infection associated with corneal inflammation	1
HAdV-D37 DNA was identified in caveolin-1 rich endosomal fractions after infection	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Recent studies have revealed that the human tumor viruses Epstein-Barr virus (EBV), Kaposi's sarcoma-associated herpesvirus (KSHV), human papillomavirus (HPV), hepatitis B virus (HBV), hepatitis C virus (HCV), and human T-cell leukemia virus type 1 (HTLV-1) express proteins that are targeted to mitochondria	0
Anti-cancer binary system activated by bacteriophage HK022 integrase	0
The binary system presented in this work is based on the bacteriophage HK022 integrase recombinase that activates the expression of a silenced Diphtheria toxin gene, both controlled by the cancer specific hTERT promoter	0
In addition, there is one reported case of aHUS occurring after receipt of the adenovirus-based COVID-19 vaccine ChAdOx1 nCoV-19, but, to our knowledge, this is the first case of aHUS occurring after a booster dose of an mRNA COVID-19 vaccine in a patient with an underlying pathogenic variant in complement C3	0
In addition, there is one reported case of aHUS occurring after receipt of the adenovirus-based COVID-19 vaccine ChAdOx1 nCoV-19, but, to our knowledge, this is the first case of aHUS occurring after a booster dose of an mRNA COVID-19 vaccine in a patient with an underlying pathogenic variant in complement C3	0
In addition, there is one reported case of aHUS occurring after receipt of the adenovirus-based COVID-19 vaccine ChAdOx1 nCoV-19, but, to our knowledge, this is the first case of aHUS occurring after a booster dose of an mRNA COVID-19 vaccine in a patient with an underlying pathogenic variant in complement C3	0
In addition, there is one reported case of aHUS occurring after receipt of the adenovirus-based COVID-19 vaccine ChAdOx1 nCoV-19, but, to our knowledge, this is the first case of aHUS occurring after a booster dose of an mRNA COVID-19 vaccine in a patient with an underlying pathogenic variant in complement C3	0
Of the 26 patients whose full immunization status was known, ten (38%) were vaccinated with diphtheria and tetanus toxoids and pertussis vaccine and/or oral poliovirus vaccine at a time when they could have received measles vaccine simultaneously, according to recommendations of the Immunization Practices Advisory Committee and the American Academy of Pediatrics	0
Transcription of hepatitis delta antigen mRNA continues throughout hepatitis delta virus (HDV) replication: a new model of HDV RNA transcription and replication	0
Transcription of hepatitis delta antigen mRNA continues throughout hepatitis delta virus (HDV) replication: a new model of HDV RNA transcription and replication	0
Transcription of hepatitis delta antigen mRNA continues throughout hepatitis delta virus (HDV) replication: a new model of HDV RNA transcription and replication	0
The incidence of penile squamous cell carcinoma (PSCC) has increased in developed countries over the past decades owing to increased human papilloma virus (HPV) exposure	1
The incidence of penile squamous cell carcinoma (PSCC) has increased in developed countries over the past decades owing to increased human papilloma virus (HPV) exposure	1
The incidence of penile squamous cell carcinoma (PSCC) has increased in developed countries over the past decades owing to increased human papilloma virus (HPV) exposure	1
The incidence of penile squamous cell carcinoma (PSCC) has increased in developed countries over the past decades owing to increased human papilloma virus (HPV) exposure	1
HPV vaccination might be another therapeutic option as PSCC is genetically similar to other HPV-driven cancers	0
HPV vaccination might be another therapeutic option as PSCC is genetically similar to other HPV-driven cancers	0
HPV vaccination might be another therapeutic option as PSCC is genetically similar to other HPV-driven cancers	0
HPV vaccination might be another therapeutic option as PSCC is genetically similar to other HPV-driven cancers	1
The T-Cell Response to SARS-CoV-2 Vaccination in Inflammatory Bowel Disease is Augmented with Anti-TNF Therapy	0
Human papillomavirus and risk of laryngeal cancer	0
We determined the relationship between human papillomavirus (HPV) infection and the HPV types detected in 44 patients with squamous cell carcinoma, 10 laryngeal leukoplakia patients, and 12 patients evaluated for benign laryngeal conditions (controls)	0
We determined the relationship between human papillomavirus (HPV) infection and the HPV types detected in 44 patients with squamous cell carcinoma, 10 laryngeal leukoplakia patients, and 12 patients evaluated for benign laryngeal conditions (controls)	0
We detected HPV in 25.0% (11/44) of patients with laryngeal cancer, in 30.0% (3/10) of patients with laryngeal leukoplakia, and in 16.7% (2/12) of noncancer controls	0
We detected HPV in 25.0% (11/44) of patients with laryngeal cancer, in 30.0% (3/10) of patients with laryngeal leukoplakia, and in 16.7% (2/12) of noncancer controls	0
Patients with cancer were not more likely to be identified with oncogenic HPV types ( 18.2%) than either the leukoplakia group (20%) or the control group (16.7%)	0
Patients with cancer were not more likely to be identified with oncogenic HPV types ( 18.2%) than either the leukoplakia group (20%) or the control group (16.7%)	0
After we controlled for tobacco and alcohol effects on the risk of disease, exposure to oncogenic HPV types was associated with an increased risk of laryngeal cancer (odds ratio = 3.0) and of laryngeal leukoplakia (odds ratio = 6.0) compared to controls, although the results were not statistically significant	1
After we controlled for tobacco and alcohol effects on the risk of disease, exposure to oncogenic HPV types was associated with an increased risk of laryngeal cancer (odds ratio = 3.0) and of laryngeal leukoplakia (odds ratio = 6.0) compared to controls, although the results were not statistically significant	1
Although IVIG has a long history of safety regarding the infectious pathogens, the identification of more than 100 patients with non-A, non-B hepatitis apparently acquired from a single product prompted additional modifications, improving the safety profile of IVIG	0
Monoclonal antibody to HSV2 protein as an immunodiagnostic marker in cervical cancer	0
Re-emergence of West Nile virus in Europe and continuous spread of certain flaviviruses such as dengue, yellow fever and Japanese encephalitis viruses represent a global danger to public health	0
Severe fever with thrombocytopenia syndrome (SFTS) is an emerging infectious disease caused by SFTS bunyavirus (SFTSV), which was first discovered in 2009	1
Severe fever with thrombocytopenia syndrome (SFTS) is an emerging infectious disease caused by SFTS bunyavirus (SFTSV), which was first discovered in 2009	1
Severe fever with thrombocytopenia syndrome (SFTS) is an emerging infectious disease caused by SFTS bunyavirus (SFTSV), which was first discovered in 2009	1
Severe fever with thrombocytopenia syndrome (SFTS) is an emerging infectious disease caused by SFTS bunyavirus (SFTSV), which was first discovered in 2009	1
Age- and sex-specific cumulative rate and risk of ATLL for HTLV-I carriers	1
We now revise our previous results on the basis of additional findings and estimate the age- and sex-specific cumulative rate for HTLV-I carriers, the adoption of which is recommended by current cancer epidemiology as a new age-standardized incidence rate	0
OBJECTIVE: To study the circulating vaccine-derived poliovirus (cVDPVs) that occurred in Zhenfeng county, Guizhou province in 2004 and to discover wild-poliovirus, vaccine-derived poliovirus (VDPVs) and other vaccine-associated poliovirus which could cause clinical poliomyelitis	1
OBJECTIVE: To study the circulating vaccine-derived poliovirus (cVDPVs) that occurred in Zhenfeng county, Guizhou province in 2004 and to discover wild-poliovirus, vaccine-derived poliovirus (VDPVs) and other vaccine-associated poliovirus which could cause clinical poliomyelitis	1
OBJECTIVE: To study the circulating vaccine-derived poliovirus (cVDPVs) that occurred in Zhenfeng county, Guizhou province in 2004 and to discover wild-poliovirus, vaccine-derived poliovirus (VDPVs) and other vaccine-associated poliovirus which could cause clinical poliomyelitis	1
OBJECTIVE: To study the circulating vaccine-derived poliovirus (cVDPVs) that occurred in Zhenfeng county, Guizhou province in 2004 and to discover wild-poliovirus, vaccine-derived poliovirus (VDPVs) and other vaccine-associated poliovirus which could cause clinical poliomyelitis	1
After the first cVDPVs case was identified, there were 3 cases identified of having other vaccine-associated poliovirus of type-I or type-II in the 5 case of AFP that met the criteria of clinical poliomyelitis	0
After the first cVDPVs case was identified, there were 3 cases identified of having other vaccine-associated poliovirus of type-I or type-II in the 5 case of AFP that met the criteria of clinical poliomyelitis	1
Ross River virus has long been recognised as a cause of epidemic polyarthritis and polyarticular disease	1
Cannabidiol inhibits SARS-Cov-2 spike (S) protein-induced cytotoxicity and inflammation through a PPARgamma-dependent TLR4/NLRP3/Caspase-1 signaling suppression in Caco-2 cell line	1
Cannabidiol inhibits SARS-Cov-2 spike (S) protein-induced cytotoxicity and inflammation through a PPARgamma-dependent TLR4/NLRP3/Caspase-1 signaling suppression in Caco-2 cell line	1
Given the abundancy of angiotensin converting enzyme 2 (ACE-2) receptors density, beyond the lung, the intestine is considered as an alternative site of infection and replication for severe acute respiratory syndrome by coronavirus type 2 (SARS-CoV-2)	1
In this study, we demonstrated the in vitro PPAR-gamma-dependent efficacy of CBD (10-9 -10-7  M) in preventing epithelial damage and hyperinflammatory response triggered by SARS-CoV-2 spike protein (SP) in a Caco-2 cells	1
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a novel virus that causes multi-systemic manifestations identified as coronavirus disease 2019 (COVID-19)	1
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a novel virus that causes multi-systemic manifestations identified as coronavirus disease 2019 (COVID-19)	1
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a novel virus that causes multi-systemic manifestations identified as coronavirus disease 2019 (COVID-19)	1
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a novel virus that causes multi-systemic manifestations identified as coronavirus disease 2019 (COVID-19)	1
We sought to determine survival outcomes for N3 nodal disease, particularly for patients with human papilloma virus (HPV)-positive HNSCC	0
We sought to determine survival outcomes for N3 nodal disease, particularly for patients with human papilloma virus (HPV)-positive HNSCC	0
Articles on N3 nodal disease in HNSCC patients treated with CRT or surgery + adjuvant RT/CRT were included if they reported on oropharyngeal or HPV+ subgroups	0
Primary surgery demonstrated similar survival for HPV+ vs HPV- and better survival in oropharyngeal cancers	0
Primary surgery demonstrated similar survival for HPV+ vs HPV- and better survival in oropharyngeal cancers	0
Human T-cell lymphotropic virus type 1 (HTLV-1) is the etiological agent involved in the disease HTLV-1-associated myelopathy, or tropical spastic paraparesis (HAM/TSP)	1
Human T-cell lymphotropic virus type 1 (HTLV-1) is the etiological agent involved in the disease HTLV-1-associated myelopathy, or tropical spastic paraparesis (HAM/TSP)	1
Human T-cell lymphotropic virus type 1 (HTLV-1) is the etiological agent involved in the disease HTLV-1-associated myelopathy, or tropical spastic paraparesis (HAM/TSP)	1
Human T-cell lymphotropic virus type 1 (HTLV-1) is the etiological agent involved in the disease HTLV-1-associated myelopathy, or tropical spastic paraparesis (HAM/TSP)	1
Human T-cell lymphotropic virus type 1 (HTLV-1) is the etiological agent involved in the disease HTLV-1-associated myelopathy, or tropical spastic paraparesis (HAM/TSP)	1
Human T-cell lymphotropic virus type 1 (HTLV-1) is the etiological agent involved in the disease HTLV-1-associated myelopathy, or tropical spastic paraparesis (HAM/TSP)	1
Effect of entecavir in the treatment of patients with hepatitis B virus-related compensated and decompensated cirrhosis	1
However, little data exists comparing the safety and efficacy of entecavir for the treatment of hepatitis B virus (HBV)-related compensated, and decompensated cirrhosis, respectively	1
However, little data exists comparing the safety and efficacy of entecavir for the treatment of hepatitis B virus (HBV)-related compensated, and decompensated cirrhosis, respectively	1
The aim of the present study was to evaluate entecavir therapy as a treatment for patients with HBV-related compensated and decompensated cirrhosis	1
Treatment with entecavir for 96 weeks resulted in significant improvements in serum levels of HBV DNA (P=0.002), albumin (P=0.014), cholinesterase (CHE; P=0.001), HBV DNA negativity rate (P=0.004), Child-Turcotte-Pugh score (P=0.030), alanine aminotransferase normalized rate (P=0.039), and the degree of esophageal varices liver stiffness (P=0.002) in the two groups	1
Treatment with entecavir for 96 weeks resulted in significant improvements in serum levels of HBV DNA (P=0.002), albumin (P=0.014), cholinesterase (CHE; P=0.001), HBV DNA negativity rate (P=0.004), Child-Turcotte-Pugh score (P=0.030), alanine aminotransferase normalized rate (P=0.039), and the degree of esophageal varices liver stiffness (P=0.002) in the two groups	1
Human Herpesvirus 8 and Protection from AIDS Dementia Complex	0
Infection with human herpesvirus 8 (HHV-8) has been associated with the development of three distinct conditions: Kaposi's sarcoma, body cavitybased lymphoma and Castleman's disease	1
Infection with human herpesvirus 8 (HHV-8) has been associated with the development of three distinct conditions: Kaposi's sarcoma, body cavitybased lymphoma and Castleman's disease	1
Infection with human herpesvirus 8 (HHV-8) has been associated with the development of three distinct conditions: Kaposi's sarcoma, body cavitybased lymphoma and Castleman's disease	1
Infection with human herpesvirus 8 (HHV-8) has been associated with the development of three distinct conditions: Kaposi's sarcoma, body cavitybased lymphoma and Castleman's disease	1
Infection with human herpesvirus 8 (HHV-8) has been associated with the development of three distinct conditions: Kaposi's sarcoma, body cavitybased lymphoma and Castleman's disease	1
Infection with human herpesvirus 8 (HHV-8) has been associated with the development of three distinct conditions: Kaposi's sarcoma, body cavitybased lymphoma and Castleman's disease	1
As CCR-3 is a receptor for HIV-1 into microglial cells, it has been hypothesized that HHV-8 infection may inhibit HIV-1 infection of the brain, thereby decreasing the incidence of AIDS dementia complex	0
As CCR-3 is a receptor for HIV-1 into microglial cells, it has been hypothesized that HHV-8 infection may inhibit HIV-1 infection of the brain, thereby decreasing the incidence of AIDS dementia complex	0
As CCR-3 is a receptor for HIV-1 into microglial cells, it has been hypothesized that HHV-8 infection may inhibit HIV-1 infection of the brain, thereby decreasing the incidence of AIDS dementia complex	0
The data are consistent in showing a negative association between Kaposi's sarcoma and AIDS dementia complex and, although sparse, support the hypothesis that productive HHV-8 infection decreases HIV-1 infection of the brain sufficiently to decrease the incidence of AIDS dementia complex	0
The data are consistent in showing a negative association between Kaposi's sarcoma and AIDS dementia complex and, although sparse, support the hypothesis that productive HHV-8 infection decreases HIV-1 infection of the brain sufficiently to decrease the incidence of AIDS dementia complex	0
The data are consistent in showing a negative association between Kaposi's sarcoma and AIDS dementia complex and, although sparse, support the hypothesis that productive HHV-8 infection decreases HIV-1 infection of the brain sufficiently to decrease the incidence of AIDS dementia complex	0
The data are consistent in showing a negative association between Kaposi's sarcoma and AIDS dementia complex and, although sparse, support the hypothesis that productive HHV-8 infection decreases HIV-1 infection of the brain sufficiently to decrease the incidence of AIDS dementia complex	0
The data are consistent in showing a negative association between Kaposi's sarcoma and AIDS dementia complex and, although sparse, support the hypothesis that productive HHV-8 infection decreases HIV-1 infection of the brain sufficiently to decrease the incidence of AIDS dementia complex	0
The data are consistent in showing a negative association between Kaposi's sarcoma and AIDS dementia complex and, although sparse, support the hypothesis that productive HHV-8 infection decreases HIV-1 infection of the brain sufficiently to decrease the incidence of AIDS dementia complex	0
STUDY DESIGN AND METHODS: Samples that tested reactive for anti-HBc by chemiluminescent microparticle immunoassay (CMIA) were investigated for anti-HBc by microparticle immunoassay, for anti-HBs and hepatitis B surface antigen (HBsAg) by CMIA, and for HBV DNA by individual-donor nucleic acid testing	0
English full text observational studies describing the laboratory findings and outcomes of COVID-19 hospitalised patients were identified searching PubMed, Web of Science, Scopus, medRxiv using Medical Subject Headings (MeSH) terms COVID-19 OR coronavirus OR SARS-CoV-2 OR 2019-nCoV from 1 December 2019 to 15 August 2020 following Meta-analyses Of Observational Studies in Epidemiology (MOOSE) guidelines	0
English full text observational studies describing the laboratory findings and outcomes of COVID-19 hospitalised patients were identified searching PubMed, Web of Science, Scopus, medRxiv using Medical Subject Headings (MeSH) terms COVID-19 OR coronavirus OR SARS-CoV-2 OR 2019-nCoV from 1 December 2019 to 15 August 2020 following Meta-analyses Of Observational Studies in Epidemiology (MOOSE) guidelines	0
English full text observational studies describing the laboratory findings and outcomes of COVID-19 hospitalised patients were identified searching PubMed, Web of Science, Scopus, medRxiv using Medical Subject Headings (MeSH) terms COVID-19 OR coronavirus OR SARS-CoV-2 OR 2019-nCoV from 1 December 2019 to 15 August 2020 following Meta-analyses Of Observational Studies in Epidemiology (MOOSE) guidelines	0
English full text observational studies describing the laboratory findings and outcomes of COVID-19 hospitalised patients were identified searching PubMed, Web of Science, Scopus, medRxiv using Medical Subject Headings (MeSH) terms COVID-19 OR coronavirus OR SARS-CoV-2 OR 2019-nCoV from 1 December 2019 to 15 August 2020 following Meta-analyses Of Observational Studies in Epidemiology (MOOSE) guidelines	0
As a novel global epidemic, corona virus disease 2019 (COVID-19) caused by SARS-CoV-2 brought great suffering and disaster to mankind	1
As a novel global epidemic, corona virus disease 2019 (COVID-19) caused by SARS-CoV-2 brought great suffering and disaster to mankind	1
Recently, although significant progress has been made in vaccines against SARS-CoV-2, there are still no drugs for treating COVID-19	0
Mitochondrial DNA (mtDNA) copy number is increased in patients with chronic lymphocytic leukemia (CLL), in Burkitt lymphoma and Epstein-Barr virus-transformed lymphoblastoid cell lines, and in T cells activated via the T-cell receptor	0
Mitochondrial DNA (mtDNA) copy number is increased in patients with chronic lymphocytic leukemia (CLL), in Burkitt lymphoma and Epstein-Barr virus-transformed lymphoblastoid cell lines, and in T cells activated via the T-cell receptor	0
